seg_id,quote,quote_en,code1,odr,privacy_direction,privacy_relation,strength,doc_id,page,source,model,jur,v5_verdict,code_v5,v5_stage_a,v5_evidence,v5_confidence,doc_nature,doc_token_stance,doc_prog_stance,doc_rem_stance,code_v5r,reconcile_flag,prog_delegated_private
V9-06020,"Aptos Labs, BCG and Hang Seng Bank collaborated to test the commercial viability of using a hypothetical e-HKD to settle tokenised fund transactions on a public permissioned DLT with secondary trading capabilities.","Aptos Labs, BCG and Hang Seng Bank collaborated to test the commercial viability of using a hypothetical e-HKD to settle tokenised fund transactions on a public permissioned DLT with secondary trading capabilities.",TECH.DLT,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,14,llm_union_v9,claude-sonnet-4-6,HK,keep,TECH.DLT,,,,poc_report,considering,considering,silent,TECH.DLT,,False
V9-06021,"The pilot also explored the potential for Mainland investors to use a ringfenced e-HKD for approved funds under mutual market access schemes, which would streamline cross-border investment between Hong Kong, Macao and the Mainland.","The pilot also explored the potential for Mainland investors to use a ringfenced e-HKD for approved funds under mutual market access schemes, which would streamline cross-border investment between Hong Kong, Macao and the Mainland.",TECH.PROG,proposal,neutral,not_applicable,1,HK_HKMA_eHKD_Phase2_2025,14,llm_union_v9,claude-sonnet-4-6,HK,keep,PROG.restriction,consideration,potential for Mainland investors to use a ringfenced e-HKD for approved funds under mutual market access schemes,0.8,poc_report,considering,considering,silent,PROG.restriction,,False
V9-06022,"Standard Chartered, BlackRock, Mastercard and Libeara partnered to study an end-to-end tokenised MMF subscription process using a hypothetical e-HKD. The pilot demonstrated how settlement cycles could potentially be reduced from T+2 to T+0 through atomic settlement.","Standard Chartered, BlackRock, Mastercard and Libeara partnered to study an end-to-end tokenised MMF subscription process using a hypothetical e-HKD. The pilot demonstrated how settlement cycles could potentially be reduced from T+2 to T+0 through atomic settlement.",TECH.PROG,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,14,llm_union_v9,claude-sonnet-4-6,HK,drop,,exploratory_status,,0.72,poc_report,considering,considering,silent,,,False
V9-06023,"The contract note issuance triggers automated settlement via a smart contract. Additional programmable conditions (e.g., eligibility check) could also be implemented in the same smart contract.","The contract note issuance triggers automated settlement via a smart contract. Additional programmable conditions (e.g., eligibility check) could also be implemented in the same smart contract.",TECH.PROG,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,14,llm_union_v9,claude-sonnet-4-6,HK,keep,PROG.restriction,consideration,"Additional programmable conditions (e.g., eligibility check) could also be implemented in the same smart contract",0.78,poc_report,considering,considering,silent,PROG.restriction,,False
V9-06024,"the HKMA has been actively participating in Project Polaris, led by the Bank for International Settlements (BIS) Innovation Hub, which focuses on designing secure and resilient offline CBDC systems.","the HKMA has been actively participating in Project Polaris, led by the Bank for International Settlements (BIS) Innovation Hub, which focuses on designing secure and resilient offline CBDC systems.",PRIV.OFF,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,18,llm_union_v9,claude-sonnet-4-6,HK,keep,PRIV.OFF,,,,poc_report,considering,considering,silent,PRIV.OFF,,False
V9-06025,"the immediate need for additional offline payment options might be less pressing in Hong Kong than it is elsewhere. Nevertheless, it remains prudent to continue exploring solutions to ensure preparedness for contingencies.","the immediate need for additional offline payment options might be less pressing in Hong Kong than it is elsewhere. Nevertheless, it remains prudent to continue exploring solutions to ensure preparedness for contingencies.",PRIV.OFF,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,18,llm_union_v9,claude-sonnet-4-6,HK,keep,PRIV.OFF,,,,poc_report,considering,considering,silent,PRIV.OFF,,False
V9-06026,"In Phase 1, offline e-HKD payments were tested using hardware devices such as physical smart cards. Payments were conducted via near-field communication (NFC) technology in dual-offline scenarios, where neither the payer nor the payee was connected to the internet.","In Phase 1, offline e-HKD payments were tested using hardware devices such as physical smart cards. Payments were conducted via near-field communication (NFC) technology in dual-offline scenarios, where neither the payer nor the payee was connected to the internet.",PRIV.OFF,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,18,llm_union_v9,claude-sonnet-4-6,HK,keep,PRIV.OFF,,,,poc_report,considering,considering,silent,PRIV.OFF,,False
V9-06027,"In Phase 2, in addition to delving deeper into the commercial viability and scalability of retail offline payment applications, ""Super SIM"" cards were explored as an alternative medium for dual-offline payments.","In Phase 2, in addition to delving deeper into the commercial viability and scalability of retail offline payment applications, ""Super SIM"" cards were explored as an alternative medium for dual-offline payments.",PRIV.OFF,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,18,llm_union_v9,claude-sonnet-4-6,HK,keep,PRIV.OFF,,,,poc_report,considering,considering,silent,PRIV.OFF,,False
V9-06028,"This enables mobile phones equipped with Super SIM cards to make secure, contactless payments by tapping against another phone or a POS terminal, even when both devices are offline.","This enables mobile phones equipped with Super SIM cards to make secure, contactless payments by tapping against another phone or a POS terminal, even when both devices are offline.",PRIV.OFF,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,18,llm_union_v9,claude-sonnet-4-6,HK,keep,PRIV.OFF,,,,poc_report,considering,considering,silent,PRIV.OFF,,False
V9-06029,"an e-HKD, if programmed using a conditioned ""wrapper"", could facilitate phased payments for goods and services under a prepayment scheme using smart contracts.","an e-HKD, if programmed using a conditioned ""wrapper"", could facilitate phased payments for goods and services under a prepayment scheme using smart contracts.",TECH.PROG,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,25,llm_union_v9,claude-sonnet-4-6,HK,keep,PROG.restriction,consideration,"e-HKD, if programmed using a conditioned ""wrapper"", could facilitate phased payments for goods and services under a prepayment scheme using smart contracts",0.82,poc_report,considering,considering,silent,PROG.restriction,,False
V9-06030,"This mechanism ensures that funds are only released if merchants deliver on their obligations, thereby mitigating risks such as bankruptcy or malpractice.","This mechanism ensures that funds are only released if merchants deliver on their obligations, thereby mitigating risks such as bankruptcy or malpractice.",TECH.PROG,proposal,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,25,llm_union_v9,claude-sonnet-4-6,HK,keep,PROG.restriction,consideration,"funds are only released if merchants deliver on their obligations, thereby mitigating risks such as bankruptcy or malpractice",0.82,poc_report,considering,considering,silent,PROG.restriction,,False
V9-06031,"Smart contracts automate the condition verification and reconciliation process, reducing settlement cycles from monthly to daily","Smart contracts automate the condition verification and reconciliation process, reducing settlement cycles from monthly to daily",TECH.PROG,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,25,llm_union_v9,claude-sonnet-4-6,HK,keep,PROG.restriction,commitment,"Smart contracts automate the condition verification and reconciliation process, reducing settlement cycles from monthly to daily",0.72,poc_report,considering,considering,silent,PROG.restriction,,False
V9-06032,"the HKMA has focused on experimenting with programmability by attaching conditions to the money through a ""wrapper"" or by using smart contract functionality to automate payment execution upon the fulfilment of pre-determined conditions.",The HKMA has focused on experimenting with programmability by attaching conditions to the money through a 'wrapper' or by using smart contract functionality to automate payment execution upon the fulfilment of pre-determined conditions.,TECH.PROG,decision,neutral,not_applicable,2,HK_HKMA_eHKD_Phase2_2025,24,llm_union_v9,claude-sonnet-4-6,HK,keep,PROG.restriction,commitment,experimenting with programmability by attaching conditions to the money through a 'wrapper' or by using smart contract functionality to automate payment execution upon the fulfilment of pre-determined conditions,0.9,poc_report,considering,considering,silent,PROG.restriction,,False
V9-06033,an e-HKD does not provide distinct value in programmability that cannot equally be achieved through other forms of digital money combined with smart contract functionality.,An e-HKD does not provide distinct value in programmability that cannot equally be achieved through other forms of digital money combined with smart contract functionality.,TECH.PROG,decision,neutral,not_applicable,3,HK_HKMA_eHKD_Phase2_2025,24,llm_union_v9,claude-sonnet-4-6,HK,keep,PROG.generic,commitment,An e-HKD does not provide distinct value in programmability that cannot equally be achieved through other forms of digital money combined with smart contract functionality,0.78,poc_report,considering,considering,silent,PROG.generic,,False
